Unnamed: 0,joburl,skill,designation,orgnization,experience,location,moredesc,salary,recruitername,recruiterdetails,jobpostingdate
22,https://www.naukri.com/job-listings-Data-Science-Web-Synergies-India-Pvt-Ltd-Hyderabad-2-to-7-years-110918501645?src=jobsearchDesk&sid=15692605263443&xp=23&px=8,"algorithms, development, SAS, analytical, mobile, Business intelligence...",Data Science,Web Synergies (India) Pvt. Ltd,2-7 yrs,Hyderabad,"  algorithms, development, SAS, analytical, mobile, Business intelligence... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
23,https://www.naukri.com/job-listings-Java-Front-End-Developers-Web-Synergies-India-Pvt-Ltd-Hyderabad-3-to-5-years-110918501644?src=jobsearchDesk&sid=15692605263443&xp=24&px=8,"development, mobile, microsoft, cloud, jQuery, Microsoft Sharepoint...",Java Front End Developers,Web Synergies (India) Pvt. Ltd,3-5 yrs,Hyderabad,"  development, mobile, microsoft, cloud, jQuery, Microsoft Sharepoint... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
24,https://www.naukri.com/job-listings-DOT-Net-Developer-Graylogic-Technologies-P-Ltd-Hyderabad-2-to-7-years-101216500450?src=jobsearchDesk&sid=15692605263443&xp=25&px=8,"assembly language, C, HTML, SQL, Six Sigma, PMP, java, web, JavaScript...",DOT Net Developer,Graylogic Technologies (P) Ltd.,2-7 yrs,Hyderabad,"  assembly language, C, HTML, SQL, Six Sigma, PMP, java, web, JavaScript... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
25,https://www.naukri.com/job-listings-Mainframe-Developer-HTC-Global-Services-India-Pvt-Ltd-Hyderabad-3-to-5-years-050918500012?src=jobsearchDesk&sid=15692605263443&xp=26&px=8,"assembly language, Six Sigma, cobol, JavaScript...",Mainframe Developer,HTC Global Services (India) Pvt. Ltd.,3-5 yrs,Hyderabad,"  assembly language, Six Sigma, cobol, JavaScript... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
26,https://www.naukri.com/job-listings-Full-Stack-Developer-Grid-Logic-Software-Private-Limited-Hyderabad-2-to-5-years-040619502156?src=jobsearchDesk&sid=15692605263443&xp=27&px=8,"rest, server, development, css, gaming, technical, software, html5, it...",Full Stack Developer,Grid Logic Software Private Limited,2-5 yrs,Hyderabad,"  rest, server, development, css, gaming, technical, software, html5, it... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
27,https://www.naukri.com/job-listings-Development-Testing-Grid-Logic-Software-Private-Limited-Hyderabad-2-to-5-years-040619502131?src=jobsearchDesk&sid=15692605263443&xp=28&px=8,"Process design, development, gaming, technical, software, html5...",Development Testing,Grid Logic Software Private Limited,2-5 yrs,Hyderabad,"  Process design, development, gaming, technical, software, html5... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
28,https://www.naukri.com/job-listings-MS-Dynamics-CRM-Dhanush-Infotech-Pvt-Ltd-Hyderabad-3-to-6-years-030217502577?src=jobsearchDesk&sid=15692605263443&xp=29&px=8,"assembly language, C, technical, developing, HTML, microsoft, ajax, jquery,...",MS Dynamics CRM,Dhanush Infotech Pvt Ltd,3-6 yrs,Hyderabad,"  assembly language, C, technical, developing, HTML, microsoft, ajax, jquery,... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
29,https://www.naukri.com/job-listings-Junior-Software-Developer-CR2-Technologies-Ltd-Hyderabad-3-to-7-years-030217502333?src=jobsearchDesk&sid=15692605263443&xp=30&px=8,"assembly language, Junior Software Developer, website, development, C, HTML...",Junior Software Developer,CR2 Technologies Ltd.,3-7 yrs,Hyderabad,"  assembly language, Junior Software Developer, website, development, C, HTML... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
30,https://www.naukri.com/job-listings-Oracle-Apps-Technical-SCM-supply-Chain-Management-Dhanush-Infotech-Pvt-Ltd-Hyderabad-4-to-7-years-030217501936?src=jobsearchDesk&sid=15692605263443&xp=31&px=8,", assembly language, Oracle Apps Technical, C, HTML, ajax, jquery, xml...",Oracle Apps Technical - SCM (supply Chain Management),Dhanush Infotech Pvt Ltd,4-7 yrs,Hyderabad,"  , assembly language, Oracle Apps Technical, C, HTML, ajax, jquery, xml... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
31,https://www.naukri.com/job-listings-DOT-Net-Developer-Graylogic-Technologies-P-Ltd-Hyderabad-2-to-6-years-030217500642?src=jobsearchDesk&sid=15692605263443&xp=32&px=8,"assembly language, website, C, HTML, ajax, javascript, jquery, SQL, xhtml...",DOT Net Developer,Graylogic Technologies (P) Ltd.,2-6 yrs,Hyderabad,"  assembly language, website, C, HTML, ajax, javascript, jquery, SQL, xhtml... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
32,https://www.naukri.com/job-listings-Software-Engineer-Consent-Tech-Hyderabad-2-to-7-years-020216503621?src=jobsearchDesk&sid=15692605263443&xp=33&px=8,", python, interfaces, mq, software, tools, jquery, siebel, database...",Software Engineer,Consent Tech,2-7 yrs,Hyderabad,"  , python, interfaces, mq, software, tools, jquery, siebel, database... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
33,https://www.naukri.com/job-listings-Selenium-with-C-Motivity-Labs-P-Ltd-GlobalOutlook-Pvt-Ltd-Hyderabad-6-to-11-years-010719501365?src=jobsearchDesk&sid=15692605263443&xp=34&px=8,"Wireless, Cloud computing, mobile, developing, mca, vb, Private equity...",Selenium with C #,Motivity Labs (P) Ltd. (GlobalOutlook Pvt. Ltd.),6-11 yrs,Hyderabad,"  Wireless, Cloud computing, mobile, developing, mca, vb, Private equity... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
34,https://www.naukri.com/job-listings-QA-Architect-For-Product-MNC-in-Hyderabad-Cambio-Consulting-India-Pvt-Ltd-Hyderabad-12-to-16-years-200919008236?src=jobsearchDesk&sid=15692605263443&xp=35&px=8,"MSTP, BGP, Vlan, DHCP, STP, MPLS, EIGRP, Robot Framework...",QA Architect For Product MNC in Hyderabad,Cambio Consulting India Pvt Ltd,12-16 yrs,Hyderabad,"  MSTP, BGP, Vlan, DHCP, STP, MPLS, EIGRP, Robot Framework... ",  Not disclosed  , , Posted     3 days ago ,3 days ago
35,https://www.naukri.com/job-listings-AWS-Developer-SSE-HighPoints-Technologies-India-P-Ltd-Hyderabad-4-to-9-years-200919001708?src=jobsearchDesk&sid=15692605263443&xp=36&px=8,"Hive, Cloudera, SCALA, Spark, AWS, HBase, Python",AWS Developer SSE,HighPoints Technologies India (P) Ltd.,4-9 yrs,Hyderabad,"  Hive, Cloudera, SCALA, Spark, AWS, HBase, Python ",  Not disclosed  , , Posted     3 days ago ,3 days ago
36,https://www.naukri.com/job-listings-Urgent-Opening-For-Mysql-Database-Administrator-at-IT-Industry-2Coms-Consulting-Pvt-Ltd-Hyderabad-2-to-7-years-190919009776?src=jobsearchDesk&sid=15692605263443&xp=37&px=8,"Shell Script, GIT, Stored Procedures, Azure., Plsql, PHP...",Urgent Opening For Mysql Database Administrator at IT Industry,2Coms Consulting Pvt Ltd.,2-7 yrs,Hyderabad,"  Shell Script, GIT, Stored Procedures, Azure., Plsql, PHP... "," INR 3,00,000 - 6,00,000 PA.   ",  rajkumar  ," Posted  by     rajkumar    , 4 days ago ",4 days ago
37,https://www.naukri.com/job-listings-Head-SVP-Data-Science-ML-AI-Banking-Hyderabad-IFINTALENT-GLOBAL-PVT-LTD-Hyderabad-17-to-25-years-190919009574?src=jobsearchDesk&sid=15692605263443&xp=38&px=8,"Data Science, Tensorflow, Spark MLlib, python, sas, Artificial Intelligence...",Head / SVP  - Data Science / ML /AI  - Banking - Hyderabad,IFINTALENT GLOBAL PVT LTD,17-25 yrs,Hyderabad,"  Data Science, Tensorflow, Spark MLlib, python, sas, Artificial Intelligence... "," INR 35,00,000 - 65,00,000 PA.   ",  Seshadari  ," Posted  by     Seshadari    , 3 days ago ",3 days ago
38,https://www.naukri.com/job-listings-L2-l3-Test-Eng-Cambio-Consulting-India-Pvt-Ltd-Hyderabad-12-to-16-years-190919008682?src=jobsearchDesk&sid=15692605263443&xp=39&px=8,"Protocol Testing, Networking, IXIA, CWNA, Robot Framework, VLAN...",L2/l3 Test Eng,Cambio Consulting India Pvt Ltd,12-16 yrs,Hyderabad,"  Protocol Testing, Networking, IXIA, CWNA, Robot Framework, VLAN... ",  Not disclosed  , , Posted     4 days ago ,4 days ago
39,https://www.naukri.com/job-listings-AWS-Developer-HighPoints-Technologies-India-P-Ltd-Hyderabad-4-to-8-years-190919008564?src=jobsearchDesk&sid=15692605263443&xp=40&px=8,"hive, S3, redshift, Glue, spark, scala, AWS IAM, AWS EC2, big data, AWS...",AWS Developer,HighPoints Technologies India (P) Ltd.,4-8 yrs,Hyderabad,"  hive, S3, redshift, Glue, spark, scala, AWS IAM, AWS EC2, big data, AWS... ",  Not disclosed  , , Posted     4 days ago ,4 days ago
40,https://www.naukri.com/job-listings-L2-l3-Test-Engineer-Cambio-Consulting-India-Pvt-Ltd-Hyderabad-12-to-16-years-190919008534?src=jobsearchDesk&sid=15692605263443&xp=41&px=8,"switching, test engineering, protocol testing, robot framework, vlan...",L2/l3 Test Engineer,Cambio Consulting India Pvt Ltd,12-16 yrs,Hyderabad,"  switching, test engineering, protocol testing, robot framework, vlan... "," INR 14,00,000 - 24,00,000 PA.   ",  Sheshagiri Rao  ," Posted  by     Sheshagiri Rao    , 4 days ago ",4 days ago
41,https://www.naukri.com/job-listings-My-SQL-Developer-2Coms-Consulting-Pvt-Ltd-Hyderabad-2-to-3-years-190919005508?src=jobsearchDesk&sid=15692605263443&xp=42&px=8,"Azure, python, Shell, my SQL, PHP",My SQL Developer,2Coms Consulting Pvt Ltd.,2-3 yrs,Hyderabad,"  Azure, python, Shell, my SQL, PHP "," INR 2,00,000 - 6,00,000 PA.   ",  suma konkati  ," Posted  by     suma konkati    , 4 days ago ",4 days ago
42,https://www.naukri.com/job-listings-Engineer-Software-Development-Indihire-HR-Consultants-Private-Limited-Hyderabad-3-to-8-years-190919000930?src=jobsearchDesk&sid=15692605263443&xp=43&px=8,"Java, kubernetes, Rest, Software Development, GIT, Docker, Web Technologies...",Engineer Software Development,Indihire HR Consultants Private Limited,3-8 yrs,Hyderabad,"  Java, kubernetes, Rest, Software Development, GIT, Docker, Web Technologies... "," INR 15,00,000 - 25,00,000 PA.   ", , Posted     3 days ago ,3 days ago
43,https://www.naukri.com/job-listings-Spot-Offer-For-PHP-CMS-Developer-at-IT-Industry-in-Hyderabad-2Coms-Consulting-Pvt-Ltd-Hyderabad-3-to-7-years-180919011233?src=jobsearchDesk&sid=15692605263443&xp=44&px=8,"MySQL Database Developer, python, backup, restore, configuration, Azure....",Spot Offer  For PHP & CMS Developer at IT Industry in Hyderabad ,2Coms Consulting Pvt Ltd.,3-7 yrs,Hyderabad,"  MySQL Database Developer, python, backup, restore, configuration, Azure.... "," INR 3,00,000 - 8,00,000 PA.   ",  rajkumar  ," Posted  by     rajkumar    , 5 days ago ",5 days ago
44,https://www.naukri.com/job-listings-Data-Science-Engineer-2Coms-Consulting-Pvt-Ltd-Hyderabad-Madhapur-4-to-9-years-170919004447?src=jobsearchDesk&sid=15692605263443&xp=45&px=8,"CSS, Javascript, HTML, JQuery, Python, SQL",Data Science Engineer,2Coms Consulting Pvt Ltd.,4-9 yrs,Hyderabad(Madhapur),"  CSS, Javascript, HTML, JQuery, Python, SQL "," INR 7,00,000 - 15,00,000 PA.   ",  sushmitha  ," Posted  by     sushmitha    , 6 days ago ",6 days ago
45,https://www.naukri.com/job-listings-Digital-Platform-AI-Machine-Learning-Platform-Leader-Hyderabad-IFINTALENT-GLOBAL-PVT-LTD-Hyderabad-14-to-24-years-170919003095?src=jobsearchDesk&sid=15692605263443&xp=46&px=8,"hive, python, machine learning, artificial intelligence, analytics...",Digital Platform / AI / Machine Learning - Platform Leader - Hyderabad,IFINTALENT GLOBAL PVT LTD,14-24 yrs,Hyderabad,"  hive, python, machine learning, artificial intelligence, analytics... "," INR 35,00,000 - 60,00,000 PA.   ",  Seshadari  ," Posted  by     Seshadari    , 3 days ago ",3 days ago
46,https://www.naukri.com/job-listings-Datascience-Leadership-Role-IFINTALENT-GLOBAL-PVT-LTD-Hyderabad-15-to-23-years-170919001501?src=jobsearchDesk&sid=15692605263443&xp=47&px=8,"Data Science, Java, R, Artificial Intelligence, Neural Networks...",Datascience Leadership Role,IFINTALENT GLOBAL PVT LTD,15-23 yrs,Hyderabad,"  Data Science, Java, R, Artificial Intelligence, Neural Networks... ",  Not disclosed  ,  Seshadari  ," Posted  by     Seshadari    , 5 days ago ",5 days ago
47,https://www.naukri.com/job-listings-Technical-Trainer-Talentio-Solutions-India-Private-Limited-Hyderabad-Begumpet-2-to-7-years-160919009574?src=jobsearchDesk&sid=15692605263443&xp=48&px=8,"Training, C++, java, Technical, Data Structures, Python",Technical Trainer,Talentio Solutions India Private Limited,2-7 yrs,Hyderabad(Begumpet),"  Training, C++, java, Technical, Data Structures, Python "," INR 4,00,000 - 6,00,000 PA.   ",  Bhagyasri  ," Posted  by     Bhagyasri    , 7 days ago ",7 days ago
48,https://www.naukri.com/job-listings-Senior-Technical-Lead-Nilasu-Consulting-Services-Pvt-Ltd-Hyderabad-Chennai-8-to-13-years-160919008977?src=jobsearchDesk&sid=15692605263443&xp=49&px=8,"Java and structure and algorithim, python, Azure, scala, google cloud, AWS","Senior Technical Lead,",Nilasu Consulting Services Pvt. Ltd,8-13 yrs,"Hyderabad, Chennai","  Java and structure and algorithim, python, Azure, scala, google cloud, AWS "," INR 25,00,000 - 40,00,000 PA.   ",  Amit Debnath  ," Posted  by     Amit Debnath    , 7 days ago ",7 days ago
49,https://www.naukri.com/job-listings-Devops-Engineer-Sattwa-Global-Solutions-Private-Limited-Hyderabad-Trivandrum-6-to-9-years-160919006329?src=jobsearchDesk&sid=15692605263443&xp=50&px=8,"rest, continuous integration, python, rest api, openshift, eks, docker...",Devops Engineer,Sattwa Global Solutions Private Limited,6-9 yrs,"Hyderabad, Trivandrum","  rest, continuous integration, python, rest api, openshift, eks, docker... "," INR 6,50,000 - 16,00,000 PA.   ",  Divakar  ," Posted  by     Divakar    , 7 days ago ",7 days ago
0,https://www.naukri.com/job-listings-Appln-Development-Oracle-Weblogic-Application-Server-Administration-KAMMS-Management-Consultants-Private-Limited-Hyderabad-Delhi-NCR-Mumbai-Bengaluru-Chennai-Visakhapatnam-7-to-9-years-160819008658?src=jobsearchDesk&sid=15692605264038&xp=1&px=9,"Oracle Weblogic Application Server, SOA, OAG, oracle weblogic web server...",Appln Development- Oracle Weblogic Application Server Administration,KAMMS Management Consultants Private Limited,7-9 yrs,"Hyderabad, Delhi NCR, Mumbai, Bengaluru, Chennai, Visakhapatnam","  Oracle Weblogic Application Server, SOA, OAG, oracle weblogic web server... "," INR 22,50,000 - 25,00,000 PA.   ",  HR  ," Posted  by     HR    , 3 days ago ",3 days ago
1,https://www.naukri.com/job-listings-SSD-Firmware-Engineer-Top-Five-Semicon-Co-in-the-World-Mulya-Consulting-Hyderabad-3-to-7-years-160719004068?src=jobsearchDesk&sid=15692605264038&xp=2&px=9,"c++, python, c, logic analyzer, bus analyzer, systemc, ssd, soc...",SSD Firmware Engineer (Top Five Semicon Co in the World),Mulya Consulting,3-7 yrs,Hyderabad,"  c++, python, c, logic analyzer, bus analyzer, systemc, ssd, soc... ",  Not disclosed  ,  Mr. M.Udaya Bhaskar  ," Posted  by     Mr. M.Udaya Bhaskar    , 3 days ago ",3 days ago
2,https://www.naukri.com/job-listings-Engineer-SSD-Validation-Top-Five-Semicon-Co-in-the-World-Mulya-Consulting-Hyderabad-4-to-7-years-160519005456?src=jobsearchDesk&sid=15692605264038&xp=3&px=9,"c++, python, c, sas, NVMe, NVM, systemc, ssd, system validation, oakgate...","Engineer, SSD Validation (Top Five Semicon Co in the World)",Mulya Consulting,4-7 yrs,Hyderabad,"  c++, python, c, sas, NVMe, NVM, systemc, ssd, system validation, oakgate... ",  Not disclosed  ,  Mr. M.Udaya Bhaskar  ," Posted  by     Mr. M.Udaya Bhaskar    , 3 days ago ",3 days ago
3,https://www.naukri.com/job-listings-SSD-Firmware-Engineer-Top-Five-Semicon-Co-in-the-World-Mulya-Consulting-Hyderabad-4-to-7-years-040319003491?src=jobsearchDesk&sid=15692605264038&xp=4&px=9,"c++, bus analyzer, ssd, soc, realview, sata, nvme, dram, mqx, nand...",SSD Firmware Engineer (Top Five Semicon Co in the World),Mulya Consulting,4-7 yrs,Hyderabad,"  c++, bus analyzer, ssd, soc, realview, sata, nvme, dram, mqx, nand... ",  Not disclosed  ,  Mr. M.Udaya Bhaskar  ," Posted  by     Mr. M.Udaya Bhaskar    , 3 days ago ",3 days ago
4,https://www.naukri.com/job-listings-Full-Stack-Developer-Only-For-Females-Teamlease-Servcies-limited-Hyderabad-2-to-3-years-220819007696?src=jobsearchDesk&sid=15692605264038&xp=5&px=9,"Java, CSS, Amber, HTML, Node.Js, Front End, MySQL, Javascript, PHP, .Net...",Full Stack Developer | Only For Females ,Teamlease Servcies limited,2-3 yrs,Hyderabad,"  Java, CSS, Amber, HTML, Node.Js, Front End, MySQL, Javascript, PHP, .Net... "," INR 2,50,000 - 7,00,000 PA.   ",  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
5,https://www.naukri.com/job-listings-Test-Automation-Architect-9-To-12-Capgemini-Technology-Services-India-Limited-Hyderabad-9-to-12-years-290319904818?src=jobsearchDesk&sid=15692605264038&xp=6&px=9,"Process automation, Javascript, Presales, Test planning, Selenium, JIRA...",Test Automation Architect 9 To 12,Capgemini Technology Services India Limited,9-12 yrs,Hyderabad,"  Process automation, Javascript, Presales, Test planning, Selenium, JIRA... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
6,https://www.naukri.com/job-listings-Sr-Developer-Ruby-on-Rails-Vishanz-Business-Services-Private-Limited-Mumbai-Bengaluru-Hyderabad-5-to-10-years-280219000311?src=jobsearchDesk&sid=15692605264038&xp=7&px=9,"NoSQL, Ruby on Rails, Ruby, rubyonrails, Python, SQL",Sr. Developer - Ruby on Rails,Vishanz Business Services Private Limited,5-10 yrs,"Mumbai, Bengaluru, Hyderabad","  NoSQL, Ruby on Rails, Ruby, rubyonrails, Python, SQL ",  Not disclosed  ,  HR  ," Posted  by     HR    , 28 days ago ",28 days ago
7,https://www.naukri.com/job-listings-Asp-net-Mvc-Developer-Geostat-Informatics-India-Pvt-Ltd-Hyderabad-3-to-7-years-210819011298?src=jobsearchDesk&sid=15692605264038&xp=8&px=9,"MVC Architecture, IOS Developer, Full Stack Developer, Android Developer...",Asp.net Mvc Developer,"Geostat Informatics India Pvt Ltd,.",3-7 yrs,Hyderabad,"  MVC Architecture, IOS Developer, Full Stack Developer, Android Developer... "," INR 3,00,000 - 5,50,000 PA.   ",  REVATHI  ," Posted  by     REVATHI    , 9 days ago ",9 days ago
8,https://www.naukri.com/job-listings-Huge-Requirement-For-Big-Data-Engineers-For-Multiple-Locationns-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-140919000929?src=jobsearchDesk&sid=15692605264038&xp=9&px=9,"VB.NET, C#.Net, Hadoop, Big Data, ASP.Net, Unix Shell Scripting...",Huge Requirement For Big Data Engineers For Multiple Locationns,Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  VB.NET, C#.Net, Hadoop, Big Data, ASP.Net, Unix Shell Scripting... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 9 days ago ",9 days ago
9,https://www.naukri.com/job-listings-Looking-For-Big-Data-Developers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-140919000807?src=jobsearchDesk&sid=15692605264038&xp=10&px=9,"VB.NET, C#.Net, Hadoop, Big Data, ASP.Net, Unix Shell Scripting...",Looking For Big Data Developers,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  VB.NET, C#.Net, Hadoop, Big Data, ASP.Net, Unix Shell Scripting... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 9 days ago ",9 days ago
10,https://www.naukri.com/job-listings-Solution-Architect-RPA-and-OCR-Iflate-Softsystems-India-Private-Limited-Hyderabad-Madhapur-8-to-10-years-090919007164?src=jobsearchDesk&sid=15692605264038&xp=11&px=9,"C#, Java, RPA, Parascript, C++, Abbyy, Center Of Excellence...",Solution Architect - RPA and OCR,Iflate Softsystems India Private Limited,8-10 yrs,Hyderabad(Madhapur),"  C#, Java, RPA, Parascript, C++, Abbyy, Center Of Excellence... "," INR 10,00,000 - 18,00,000 PA.   ",  Santosh  ," Posted  by     Santosh    , 14 days ago ",14 days ago
11,https://www.naukri.com/job-listings-Python-Automation-Test-Engineer-Kastech-Software-Solutions-Hyderabad-Bengaluru-5-to-9-years-280819903124?src=jobsearchDesk&sid=15692605264038&xp=12&px=9,"Python Testing, Pytest Scripts",Python Automation Test Engineer,Kastech Software Solutions,5-9 yrs,"Hyderabad, Bengaluru","  Python Testing, Pytest Scripts ",  Not disclosed  ,  HR  ," Posted  by     HR    , 26 days ago ",26 days ago
12,https://www.naukri.com/job-listings-Unix-control-M-Sql-Capgemini-Technology-Services-India-Limited-Hyderabad-2-to-4-years-280819010397?src=jobsearchDesk&sid=15692605264038&xp=13&px=9,"Unix, Control - M, Production support, Debugging, SQL, Python",Unix/control M / Sql,Capgemini Technology Services India Limited,2-4 yrs,Hyderabad,"  Unix, Control - M, Production support, Debugging, SQL, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 25 days ago ",25 days ago
13,https://www.naukri.com/job-listings-Test-Environment-Management-Capgemini-Technology-Services-India-Limited-Hyderabad-4-to-6-years-260819001004?src=jobsearchDesk&sid=15692605264038&xp=14&px=9,"Unix, Environment management, Db2, Defect tracking, Debugging, Archiving...",Test Environment Management,Capgemini Technology Services India Limited,4-6 yrs,Hyderabad,"  Unix, Environment management, Db2, Defect tracking, Debugging, Archiving... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 28 days ago ",28 days ago
14,https://www.naukri.com/job-listings-Busess-Analyst-Capgemini-Technology-Services-India-Limited-Hyderabad-4-to-6-years-260819000977?src=jobsearchDesk&sid=15692605264038&xp=15&px=9,"Data analysis, Business Analyst, SAS, Business analysis, Business analytics...",Busess Analyst,Capgemini Technology Services India Limited,4-6 yrs,Hyderabad,"  Data analysis, Business Analyst, SAS, Business analysis, Business analytics... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 28 days ago ",28 days ago
15,https://www.naukri.com/job-listings-Senior-Software-Engineer-Capgemini-Technology-Services-India-Limited-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-4-to-9-years-020919004025?src=jobsearchDesk&sid=15692605264038&xp=16&px=9,"Data migration, spark, Cloud, Manager Technology, Dms, Oracle, AWS, Python",Senior Software Engineer,Capgemini Technology Services India Limited,4-9 yrs,"Mumbai, Bengaluru, Chennai, Hyderabad, Pune","  Data migration, spark, Cloud, Manager Technology, Dms, Oracle, AWS, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 20 days ago ",20 days ago
16,https://www.naukri.com/job-listings-Data-Scientist-Capgemini-Technology-Services-India-Limited-Hyderabad-2-to-5-years-020919003996?src=jobsearchDesk&sid=15692605264038&xp=17&px=9,"Logistic regression, RDBMS, Neural networks, Machine learning, Banking...",Data Scientist,Capgemini Technology Services India Limited,2-5 yrs,Hyderabad,"  Logistic regression, RDBMS, Neural networks, Machine learning, Banking... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 20 days ago ",20 days ago
17,https://www.naukri.com/job-listings-GCP-Developer-Capgemini-Technology-Services-India-Limited-Hyderabad-4-to-6-years-020919003920?src=jobsearchDesk&sid=15692605264038&xp=18&px=9,"SUB, Usage, cassandra, GCP, PAAS, Infrastructure, MongoDB, Open source, big...",GCP Developer,Capgemini Technology Services India Limited,4-6 yrs,Hyderabad,"  SUB, Usage, cassandra, GCP, PAAS, Infrastructure, MongoDB, Open source, big... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 20 days ago ",20 days ago
18,https://www.naukri.com/job-listings-Software-Engineer-C-C-Java-and-Data-Structures-Teradata-India-Private-Limited-Hyderabad-3-to-6-years-310719001050?src=jobsearchDesk&sid=15692605264038&xp=19&px=9,"Java, C++, Software Development, C, Software Engineering, RDBMS...","Software Engineer (C, C++, Java and Data Structures)",Teradata India Private Limited,3-6 yrs,Hyderabad,"  Java, C++, Software Development, C, Software Engineering, RDBMS... ",  Not disclosed  ,  Suvith Dadige  ," Posted  by     Suvith Dadige    , 24 days ago ",24 days ago
19,https://www.naukri.com/job-listings-Senior-Infrastructure-Engineer-SenSen-Video-Business-Intelligence-Private-Limited-Hyderabad-5-to-10-years-310519008576?src=jobsearchDesk&sid=15692605264038&xp=20&px=9,"python, sed, awk, linux server, bash, perl, unix",Senior Infrastructure Engineer,SenSen Video  Business Intelligence Private Limited,5-10 yrs,Hyderabad,"  python, sed, awk, linux server, bash, perl, unix ",  Not disclosed  ,  Madan Kumar  ," Posted  by     Madan Kumar    , 30 days ago ",30 days ago
20,https://www.naukri.com/job-listings-Subject-Matter-Expert-Computer-Science-Next-Education-India-Pvt-Ltd-Hyderabad-1-to-3-years-300819009115?src=jobsearchDesk&sid=15692605264038&xp=21&px=9,"python, c++, digital content, computer science, subject matter expertise...",Subject Matter Expert - Computer Science,Next Education India Pvt. Ltd.,1-3 yrs,Hyderabad,"  python, c++, digital content, computer science, subject matter expertise... ",  Not disclosed  ,  Neha Sharma  ," Posted  by     Neha Sharma    , 24 days ago ",24 days ago
21,https://www.naukri.com/job-listings-Blockchain-Developer-Stellar-ripple-hyperledger-3D-India-Staffing-Research-Consulting-Pvt-Ltd-Mumbai-Bengaluru-Hyderabad-Delhi-4-to-7-years-300819008194?src=jobsearchDesk&sid=15692605264038&xp=22&px=9,"Testing Tools, C++, Continuous Integration, Javascript, Node.Js...",Blockchain Developer - Stellar/ripple/hyperledger,3D India Staffing Research  Consulting Pvt Ltd,4-7 yrs,"Mumbai, Bengaluru, Hyderabad, Delhi","  Testing Tools, C++, Continuous Integration, Javascript, Node.Js... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 24 days ago ",24 days ago
22,https://www.naukri.com/job-listings-Murex-Support-Specialist-HCL-Technologies-Limited-Hyderabad-5-to-9-years-300819007917?src=jobsearchDesk&sid=15692605264038&xp=23&px=9,"XSL, Java, C++, Symphony, XML, Javascript, PHP, HTML, JSON, Python",Murex Support Specialist,HCL Technologies Limited,5-9 yrs,Hyderabad,"  XSL, Java, C++, Symphony, XML, Javascript, PHP, HTML, JSON, Python "," INR 8,50,000 - 18,50,000 PA.   ",  Arora  ," Posted  by     Arora    , 24 days ago ",24 days ago
23,https://www.naukri.com/job-listings-Urgent-Requirement-Big-Data-Engineers-Hyderabad-Aspire-Systems-India-P-Ltd-Hyderabad-5-to-10-years-300819007839?src=jobsearchDesk&sid=15692605264038&xp=24&px=9,"Java, Business Intelligence, Software Development, Linux...",Urgent Requirement - Big Data Engineers - Hyderabad,Aspire Systems India (P) Ltd,5-10 yrs,Hyderabad,"  Java, Business Intelligence, Software Development, Linux... ",  Not disclosed  ,  Sreedevi Remanan  ," Posted  by     Sreedevi Remanan    , 19 days ago ",19 days ago
24,https://www.naukri.com/job-listings-Splunk-Accenture-Hyderabad-2-to-6-years-300819006064?src=jobsearchDesk&sid=15692605264038&xp=25&px=9,"Business process, Automation tools, Manager Technology, Infrastructure...",Splunk,Accenture,2-6 yrs,Hyderabad,"  Business process, Automation tools, Manager Technology, Infrastructure... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 24 days ago ",24 days ago
